EilatYam
Date,Time,Temp,Humidity,Absolute,Barometric,Solar,Wind,Wind,Wind,Level,Temp,PAR,UV
25/08/15,01:00,29.6,46,13.5,1007.2,0,356,4.4,11.2,39.9,26.6,0,0
25/08/15,02:00,28.9,51,14.5,1007.2,0,354,3.7,8.1,42.9,26.6,0,0
25/08/15,03:00,28.2,55,15.1,1007.6,0,5,4.2,8,42.3,26.5,0,0
25/08/15,04:00,27.8,56,15,1007.8,0,3,4,7.7,37.3,26.5,0,0
25/08/15,05:00,27.7,54,14.5,1007.9,0,346,3.5,7.1,29.6,26.5,0,0
25/08/15,06:00,27.5,55,14.5,1008.2,22,348,2.5,5.1,19.5,26.5,53,4
25/08/15,07:00,27.8,55,14.7,1008.3,163,355,2.8,8,9.8,26.5,361,19
25/08/15,08:00,28.3,53,14.7,1008.4,402,6,4,7.9,4.7,26.5,795,47
25/08/15,09:00,28.9,50,14.3,1008.2,616,19,4.6,8,3.1,26.6,1207,81
25/08/15,10:00,28.8,51,14.4,1008.2,782,46,6.2,9.4,5.2,26.6,1537,116
25/08/15,11:00,29.4,48,13.9,1007.6,890,50,6.8,9.8,11.6,26.8,1755,144
25/08/15,12:00,30.5,41,12.6,1006.7,936,50,7.2,9.6,21.4,26.9,1847,157
25/08/15,13:00,31.5,35,11.5,1005.9,921,48,7.6,10.3,30.2,27.1,1815,154
25/08/15,14:00,32.5,32,11,1005,836,48,7.8,9.8,37,27.2,1650,135
25/08/15,15:00,33.1,31,10.9,1004.3,696,44,7.9,12,40.6,27.3,1368,104
25/08/15,16:00,34.2,27,10.2,1004,512,39,7.6,11.3,39.5,27.1,996,68
25/08/15,17:00,35.7,22,8.9,1003.8,304,18,4.8,9.4,34.5,26.9,578,34
25/08/15,18:00,36.2,17,7.2,1004,54,355,3.7,7.5,26,26.8,124,9
25/08/15,19:00,35.4,16,6.4,1004.3,1,343,3.8,8.1,16.4,26.8,5,0
25/08/15,20:00,34.5,16,6.1,1004.9,0,339,4.1,8.7,12.4,26.7,0,0
25/08/15,21:00,33.7,20,7.3,1005.5,0,335,4.2,7.5,10.3,26.7,0,0
25/08/15,22:00,32.6,26,9.2,1005.9,0,338,3.6,7.8,10.6,26.7,0,0
25/08/15,23:00,31.1,34,11.1,1006.5,0,336,3.9,7.4,17.1,26.6,0,0
25/08/15,24:00,30.2,38,11.8,1006.7,0,346,4.2,8.4,28.9,26.6,0,0
26/08/15,01:00,29.5,40,11.7,1006.8,0,356,4.2,7.9,35.9,26.6,0,0
26/08/15,02:00,29.1,40,11.7,1006.7,0,353,4.4,10,42.4,26.6,0,0
26/08/15,03:00,28.8,42,11.9,1006.7,0,356,3.4,6.8,49.4,26.6,0,0
26/08/15,04:00,28.5,44,12.3,1006.7,0,358,3.3,6.4,52,26.5,0,0
26/08/15,05:00,27.9,47,12.7,1006.8,0,339,3.1,6.5,47,26.5,0,0
26/08/15,06:00,27.7,48,12.7,1007.2,24,351,3.3,6.9,35.1,26.5,57,4
26/08/15,07:00,27.4,53,13.8,1007.6,170,39,3.7,6,23.5,26.5,377,20
26/08/15,08:00,27.6,54,14.3,1007.9,418,48,5.4,8,12.3,26.5,815,48
26/08/15,09:00,28,52,14,1008,635,50,7.1,9.6,4.1,26.5,1229,84
26/08/15,10:00,28.8,48,13.6,1007.6,798,48,7.2,9.2,2.8,26.6,1556,119
26/08/15,11:00,29.6,45,13.4,1006.9,899,48,7,9.1,7.8,26.7,1767,146
26/08/15,12:00,30.3,44,13.5,1006.1,932,49,6.6,8.6,15.8,26.8,1842,157
26/08/15,13:00,31.1,42,13.4,1005.6,908,50,6.1,8,25.8,26.9,1800,152
26/08/15,14:00,31.9,39,13.2,1004.9,828,49,5.6,7.9,36.6,26.9,1636,133
26/08/15,15:00,33.3,34,12.1,1004.1,684,48,6.6,8.8,45.1,27,1344,101
26/08/15,16:00,33.6,33,12.1,1003.8,486,48,6,8,50.2,27,947,63
26/08/15,17:00,33.3,36,12.8,1003.7,269,40,5,7.5,49.8,27,516,31
26/08/15,18:00,33.7,32,11.7,1003.8,55,34,4.7,6.5,43.4,26.9,121,9
26/08/15,19:00,36.5,19,8,1004.3,1,12,3,6.1,32.9,26.9,4,0
26/08/15,20:00,36.2,18,7.6,1005,0,350,2.9,5.8,19.4,26.7,0,0
26/08/15,21:00,35,22,8.6,1005.7,0,335,4.2,8,10.8,26.7,0,0
26/08/15,22:00,34.1,24,9.1,1006.3,0,333,4.3,8.4,9.4,26.6,0,0
26/08/15,23:00,33.2,30,10.6,1006.7,0,342,3.5,6.4,9,26.6,0,0
26/08/15,24:00,31.7,40,13.2,1007.2,0,22,4.4,7.7,14.9,26.6,0,0
27/08/15,01:00,30.7,45,14.2,1007.2,0,21,5.1,9.3,28.5,26.6,0,0
27/08/15,02:00,30.2,47,14.3,1007.3,0,28,3.1,5.9,42.1,26.6,0,0
27/08/15,03:00,29.8,48,14.4,1007.5,0,26,2.9,4.2,52.2,26.6,0,0
27/08/15,04:00,30,45,13.7,1007.3,0,352,2.5,5.9,57.6,26.6,0,0
27/08/15,05:00,29.5,48,14,1007.6,0,8,2.4,5.2,57.9,26.6,0,0
27/08/15,06:00,27.6,62,16.3,1008.3,20,29,3,4.6,51.5,26.5,46,3
27/08/15,07:00,27.8,59,15.8,1008.9,148,47,4.9,6,39.3,26.5,317,18
27/08/15,08:00,28.1,59,16,1009.4,376,42,5.6,7.9,23.6,26.5,736,43
27/08/15,09:00,28.6,58,16.3,1009.5,581,44,6.5,7.9,8.4,26.6,1130,74
27/08/15,10:00,29.3,55,16,1009.4,742,46,6.4,7.8,-2.4,26.7,1458,106
27/08/15,11:00,30.4,50,15.4,1008.9,845,48,6.4,7.7,-6.2,26.8,1672,132
27/08/15,12:00,31.7,41,13.5,1008.2,900,52,6.1,7.8,-1,26.9,1788,147
27/08/15,13:00,32.8,34,11.9,1007.8,878,55,5.2,6.2,8.8,26.9,1747,142
27/08/15,14:00,33.6,33,12,1007.2,604,55,4.7,6.9,21.2,27.1,1218,95
27/08/15,15:00,33.6,35,12.9,1006.4,608,48,5.2,7,38.1,27.2,1211,87
27/08/15,16:00,33.9,35,12.9,1006.2,455,61,4.3,6.8,49.8,27,896,58
27/08/15,17:00,32.3,43,14.6,1006.3,230,203,2.1,6.7,54.1,27,451,28
27/08/15,18:00,34.1,34,12.1,1006.3,50,21,2.7,6.7,50.2,27,105,8
27/08/15,19:00,34.7,28,10.7,1006.8,0,34,4.1,5.9,37.8,27,3,0
27/08/15,20:00,34.5,27,10.2,1007.6,0,27,2.8,5.3,23.2,27,0,0
27/08/15,21:00,35.1,24,9.2,1007.9,0,348,2,6.6,6.7,27,0,0
27/08/15,22:00,35.6,22,8.9,1008.1,0,350,2.5,10.8,-4.9,27,0,0
27/08/15,23:00,33.3,31,11.2,1008.6,0,22,5.5,10.2,-8.1,26.9,0,0
27/08/15,24:00,32.6,35,12.2,1008.5,0,15,4.8,8.5,-4.2,26.9,0,0
28/08/15,01:00,32.4,34,11.7,1008.4,0,2,3.8,7.9,3.9,26.8,0,0
28/08/15,02:00,31.6,37,12.3,1008.7,0,22,3.5,7.4,18.3,26.9,0,0
28/08/15,03:00,30.7,40,12.5,1008.9,0,32,3.9,7.3,37,26.8,0,0
28/08/15,04:00,29.5,42,12.5,1009.1,0,40,5.8,9.3,51.9,26.8,0,0
28/08/15,05:00,28.8,46,13.1,1009.2,0,40,6.5,9.5,57.4,26.8,0,0
28/08/15,06:00,28,54,14.5,1009.7,19,44,6,7.8,54.5,26.7,45,3
28/08/15,07:00,27.6,56,14.9,1010.2,149,33,6.4,8.9,44.4,26.7,327,18
28/08/15,08:00,28.4,52,14.5,1010.4,391,43,8.1,10.8,28.4,26.7,762,45
28/08/15,09:00,29.3,48,13.8,1010.5,604,43,8.5,10.8,8.8,26.7,1174,78
28/08/15,10:00,30.5,40,12.5,1010.4,773,48,8.1,10.3,-7.9,26.8,1516,114
28/08/15,11:00,32,32,10.6,1010,873,46,8.2,11,-19.1,26.8,1723,139
28/08/15,12:00,33.1,29,10.2,1009.4,912,46,8.8,11.3,-20.6,26.9,1812,151
28/08/15,13:00,33.7,28,10.3,1008.8,894,44,8.8,11.7,-12.6,27,1777,148
28/08/15,14:00,34.5,26,10,1008.1,819,42,8.8,11.8,1.8,27,1622,131
28/08/15,15:00,34.9,26,10.1,1007.6,675,40,8.9,12.4,20.1,27,1329,100
28/08/15,16:00,34.8,27,10.4,1007.2,490,40,8.3,11.2,36.8,27,954,64
28/08/15,17:00,35.3,25,9.9,1007.2,277,35,7.2,10.4,49.4,26.9,526,31
28/08/15,18:00,35.9,22,8.8,1007.4,49,32,6.7,9.9,52.1,27,113,8
28/08/15,19:00,36.4,18,7.7,1007.8,1,17,5.2,9.9,45.4,26.9,3,0
28/08/15,20:00,36,18,7.5,1008.4,0,6,4,8,31.4,26.8,0,0
28/08/15,21:00,35.4,20,7.9,1008.9,0,17,3.8,7.6,13.5,26.7,0,0
28/08/15,22:00,34.1,23,8.8,1009.1,0,357,3.4,6.6,-5,26.7,0,0
28/08/15,23:00,33.4,26,9.3,1009.5,0,4,3.8,7.6,-18.8,26.7,0,0
28/08/15,24:00,32.5,28,9.5,1009.6,0,10,4.3,8.5,-23.4,26.6,0,0
29/08/15,01:00,31.8,29,9.8,1009.4,0,13,3.3,7.1,-15.4,26.5,0,0
29/08/15,02:00,31.1,30,9.8,1009.1,0,15,3.6,7.1,1.2,26.5,0,0
29/08/15,03:00,29.2,42,11.9,1009.1,0,32,5,7.6,19.6,26.4,0,0
29/08/15,04:00,28.8,41,11.5,1009.2,0,35,5,8.2,39.1,26.4,0,0
29/08/15,05:00,27.3,50,13.1,1009.4,0,37,6.8,8.6,53.6,26.5,0,0
29/08/15,06:00,27.2,50,13.1,1009.5,22,43,7.6,9.6,60.1,26.5,52,3
29/08/15,07:00,27.4,51,13.3,1009.8,164,42,8.4,10.8,54.5,26.5,366,19
29/08/15,08:00,28.9,43,12.3,1010,412,41,8.7,12.4,39,26.5,796,47
29/08/15,09:00,30.4,32,10.1,1010.1,624,32,8.2,12.9,18.5,26.5,1206,81
29/08/15,10:00,32.1,25,8.5,1009.9,784,25,7.4,12.8,-2.7,26.5,1530,115
29/08/15,11:00,32.7,24,8.3,1009.3,880,33,8.5,13.4,-20.6,26.6,1732,140
29/08/15,12:00,32.9,24,8.4,1008.7,916,42,9.1,12.7,-29.6,26.7,1814,152
29/08/15,13:00,33.7,23,8.5,1007.9,891,43,10.1,13.3,-26.1,26.8,1770,148
29/08/15,14:00,34.3,22,8.5,1007.2,807,42,9.9,13.6,-13.8,26.8,1600,128
29/08/15,15:00,34.8,21,8.2,1006.7,669,41,9.6,12.6,4.9,26.8,1318,98
29/08/15,16:00,35.3,19,7.6,1006.3,487,39,9.3,13,26.1,26.8,944,63
29/08/15,17:00,35.9,17,7,1006.1,277,34,8.4,11.4,45.6,26.8,523,31
29/08/15,18:00,35.9,16,6.5,1006.1,45,31,6.8,10.3,58.8,26.8,103,8
29/08/15,19:00,36.3,13,5.4,1006.6,0,19,4.6,9.1,60.3,26.7,3,0
29/08/15,20:00,35.5,18,7.3,1007.6,0,342,4.5,9.3,49.5,26.8,0,0
29/08/15,21:00,33.9,25,9.3,1008.2,0,335,4.9,10.4,29.9,26.8,0,0
29/08/15,22:00,33,29,10.2,1008.8,0,331,4.9,9.6,7.8,26.9,0,0
29/08/15,23:00,32.4,30,10.1,1009.1,0,356,3.4,6.5,-11.2,26.9,0,0
29/08/15,24:00,31.2,32,10.4,1009.5,0,356,2.9,6.3,-25.6,26.8,0,0
30/08/15,01:00,30.4,34,10.6,1009.3,0,353,3.2,6.3,-29.4,26.8,0,0
30/08/15,02:00,29.9,35,10.4,1009.2,0,335,3.7,6.8,-19.2,26.8,0,0
30/08/15,03:00,29.4,36,10.6,1009.1,0,359,3,6.2,1,26.6,0,0
30/08/15,04:00,27.5,50,13.2,1009,0,28,3.3,5,24.2,26.5,0,0
30/08/15,05:00,27.2,52,13.3,1009.2,0,34,3.6,5.9,46,26.5,0,0
30/08/15,06:00,27,46,11.9,1009.5,22,39,3,4.4,61.7,26.6,55,4
30/08/15,07:00,27.2,48,12.4,1010,170,42,4.6,7,65.6,26.6,391,20
30/08/15,08:00,27.6,48,12.7,1010.2,428,49,4.9,6.8,57,26.8,826,49
30/08/15,09:00,28.4,45,12.6,1010.3,636,45,5.8,8.8,38.7,26.7,1240,85
30/08/15,10:00,29.7,40,12,1010.1,800,40,6.4,10.7,15,26.9,1576,123
30/08/15,11:00,30.4,36,11.1,1009.8,920,50,7.1,9.7,-7.3,27,1790,150
30/08/15,12:00,31.2,33,10.6,1009.1,974,51,7.1,9.9,-26.1,27.3,1879,164
30/08/15,13:00,32.2,30,10.2,1008.5,952,50,7.9,12.8,-35.2,27.4,1836,159
30/08/15,14:00,33.2,25,8.9,1007.9,865,46,7.7,10.9,-28.8,27.4,1670,140
30/08/15,15:00,33.7,24,9,1007.3,718,45,6.9,9.9,-11.5,27.3,1392,108
30/08/15,16:00,35.1,19,7.7,1006.8,526,30,4.1,9.4,9.5,27.3,1024,72
30/08/15,17:00,35.2,20,8,1006.6,300,35,3.6,7,32.6,27.3,576,34
30/08/15,18:00,36.2,15,6.3,1006.7,38,3,3.9,8.6,53.2,27.3,94,8
30/08/15,19:00,35.5,16,6.5,1007.3,0,344,4,10.8,64,27.2,2,0
30/08/15,20:00,34.3,20,7.8,1008,0,338,4.5,10.5,64.8,27.1,0,0
30/08/15,21:00,32.9,23,8.1,1009.2,0,350,5.4,12,50.4,27,0,0
30/08/15,22:00,32.4,20,7,1009.9,0,9,4,6.9,27.2,26.8,0,0
30/08/15,23:00,31.5,23,7.5,1010.2,0,347,3.2,6.8,3.5,26.8,0,0
30/08/15,24:00,30.4,26,8,1010.2,0,16,2.9,6.7,-18.1,26.9,0,0
31/08/15,01:00,29.8,26,7.9,1010.1,0,356,2.7,5.5,-32.6,27,0,0
31/08/15,02:00,29.2,28,8,1010,0,350,3.3,5.9,-31.3,26.9,0,0
31/08/15,03:00,28.9,28,7.9,1009.7,0,4,3,5.9,-15.6,26.8,0,0
31/08/15,04:00,27.2,39,10.1,1009.7,0,15,2.5,5,5.9,26.8,0,0
31/08/15,05:00,26.3,43,10.6,1010.1,0,13,2.3,4.9,28.3,26.8,0,0
31/08/15,06:00,25.8,46,11,1010.3,26,38,2.9,5.8,49.8,26.9,56,4
31/08/15,07:00,25.6,51,12,1010.5,206,42,3.6,5.1,65.7,26.8,398,20
31/08/15,08:00,26.4,46,11.5,1011,435,35,5.3,7.5,66.3,26.8,852,50
31/08/15,09:00,27.6,46,12.1,1011,646,49,5.7,7.7,53.9,26.9,1263,88
31/08/15,10:00,28.5,43,11.9,1011,815,55,6.6,8.3,34.6,27,1584,124
31/08/15,11:00,29.5,36,10.6,1011,927,57,6.2,8.7,10.2,27.1,1784,150
31/08/15,12:00,30.9,28,8.8,1010.3,980,43,6.4,9.7,-14.8,27.3,1876,163
31/08/15,13:00,33.5,15,5.4,1009.5,962,35,5.3,10.3,-32.1,27.3,1838,160
31/08/15,14:00,33.1,20,7.3,1009,865,53,6.8,9.2,-36.9,27.4,1660,139
31/08/15,15:00,33.7,21,7.7,1008.4,712,46,7,9.6,-28.4,27.4,1373,107
31/08/15,16:00,34.8,18,6.9,1008,516,37,5.8,10.1,-10,27.4,993,69
31/08/15,17:00,35.5,16,6.4,1007.6,286,28,4.7,9.4,12.4,27.4,546,32
31/08/15,18:00,34.9,19,7.6,1007.5,36,29,5.6,9.2,36.6,27.3,89,8
31/08/15,19:00,34.6,20,8,1007.8,0,22,4.7,8.2,57.7,27.2,2,0
31/08/15,20:00,34.5,22,8.3,1008.5,0,355,3.3,8.9,66.2,27.2,0,0
31/08/15,21:00,33.5,22,8,1009.2,0,338,4.8,9.4,60.8,27.1,0,0
31/08/15,22:00,32.8,24,8.5,1009.7,0,348,4,7.8,47.6,26.9,0,0
31/08/15,23:00,32.1,26,8.7,1010.1,0,8,2.9,5.8,22.9,26.9,0,0
31/08/15,24:00,31.4,28,8.9,1010.2,0,360,2.7,5,-1.9,26.8,0,0
